주유소명,전화번호,재고유무,판매단가(원/리터),결제일자,결제시간,정제도로명주소,정제지번주소,정제WGS84위도,정제WGS84경도
승리주유소,031-771-2895,Y,1500,2022-12-29,09:57:47,경기도 양평군 양평읍 경강로 1580,경기도 양평군 양평읍 오빈리 482-3번지,37.5049918723,127.4571530020
덕평주유소,031-632-6167,Y,1500,2022-03-31,07:08:26,경기도 이천시 마장면 덕평로 812,경기도 이천시 마장면 덕평리 517-4번지,37.2306507643,127.3668194264
착한에너지 ㈜씨비아이엔디,031-542-5182,Y,1500,2023-07-10,19:17:21,경기도 포천시 가산면 부흥로 656,경기도 포천시 가산면 정교리 12-8번지,37.8084904056,127.1839544167
(주)태평석유직영 에덴주유소,031-984-8951,Y,1500,2023-07-10,19:14:41,경기도 김포시 대곶면 대곶북로 31,경기도 김포시 대곶면 초원지리 360-2번지,37.6561079639,126.5970637531
용문농협주유소,031-773-5151,Y,1500,2023-01-17,08:11:49,경기도 양평군 용문면 용문로 450,경기도 양평군 용문면 마룡리 306-4번지,37.4906794584,127.6002476848
(주)의왕ICD주유소,031-461-8005,Y,1500,2023-02-09,15:40:56,경기도 의왕시 창말로 39,경기도 의왕시 이동 40-16번지,37.3361102827,126.9539826111
㈜케이엘페트로 고양셀프주유소,031-938-5186,Y,1500,2023-07-10,14:07:15,경기도 고양시 덕양구 충장로 210,경기도 고양시 덕양구 화정동 996-1번지,37.6309142259,126.8371982463
스타필드 정문주유소,02-000-0000,Y,1500,2023-06-07,10:07:49,경기도 고양시 덕양구 고양대로 1926,경기도 고양시 덕양구 동산동 67-4번지,37.6446014141,126.8934126075
판교하이웨이주유소,031-756-5189,Y,1500,2023-03-02,23:42:21,경기도 성남시 수정구 대왕판교로 1015,경기도 성남시 수정구 고등동 319-5번지,37.4310576064,127.1021429287
HD현대오일뱅크㈜직영 구리셀프주유소,031-557-5151,Y,1500,2023-06-07,09:18:28,경기도 구리시 아차산로 274,경기도 구리시 교문동 634-13번지,37.5795792111,127.1284104678
이천농협주유소,031-637-5063,Y,1500,2022-06-30,13:10:26,경기도 이천시 백사면 이여로 176,경기도 이천시 백사면 모전리 23-19번지,37.3132173818,127.4672496930
안중농협송담주유소,031-682-8400,Y,1500,2023-06-19,10:26:39,경기도 평택시 현덕면 송담1로 10,경기도 평택시 현덕면 인광리 207-5번지,36.9760395796,126.9246576581
사랑리주유소,031-358-5184,Y,1600,2023-07-08,13:31:52,경기도 화성시 장안면 사랑길 80,경기도 화성시 장안면 사랑리 416번지,37.0782972318,126.8222503405
(주)대지석유 산업주유소,031-494-7355,Y,1600,2023-07-10,11:24:40,경기도 안산시 단원구 동산로 42,경기도 안산시 단원구 원시동 777-4번지,37.3125087790,126.7951375060
㈜소모 안산하이웨이주유소,031-365-5310,Y,1600,2023-07-06,06:18:19,경기도 안산시 상록구 안산천서로 263,경기도 안산시 상록구 월피동 482-1번지,37.3368886239,126.8494425713
(주)안국에너지 서진주유소,031-469-6050,Y,1600,2023-06-03,12:52:42,경기도 안양시 만안구 안양로 425,경기도 안양시 만안구 안양동 836-29번지,37.4082411996,126.9131880268
삼미상사(주) 서안성셀프주유소,031-652-5210,Y,1600,2023-06-28,15:12:02,경기도 안성시 원곡면 남북대로 1106,경기도 안성시 원곡면 칠곡리 581-3번지,37.0378760796,127.1510707712
(주)셀프남양주유소,031-355-8905,Y,1600,2023-07-10,10:49:44,경기도 화성시 남양읍 남양성지로 17,경기도 화성시 남양읍 남양리 443-3번지,37.2056230543,126.8055619213
제일self주유소,031-433-7925,Y,1600,2022-09-16,15:52:47,경기도 시흥시 서해안로 602,경기도 시흥시 정왕동 1091번지,37.3722660683,126.7389411473
씨앤에스유통㈜구도일주유소 신반월,031-501-8251,Y,1600,2023-07-10,18:00:31,경기도 안산시 상록구 건건1길 7,경기도 안산시 상록구 건건동 897-28번지,37.3015576883,126.9030503557
은현IC주유소,031-859-5189,Y,1600,2023-04-04,12:06:25,경기도 양주시 은현면 선하로 96,경기도 양주시 은현면 하패리 250번지,37.8814589380,127.0364839909
HD현대오일뱅크㈜직영 둔전셀프주유소,031-332-0049,Y,1600,2023-07-08,11:12:19,경기도 용인시 처인구 포곡읍 포곡로 177,경기도 용인시 처인구 포곡읍 둔전리 52-1번지,37.2736516457,127.2232909332
한국복합물류㈜직영 군포터미널주유소,031-460-2991,Y,1600,2023-03-07,12:25:52,경기도 군포시 번영로 82,경기도 군포시 부곡동 1231번지,37.3309479641,126.9372235089
사능역주유소,0507-1361-7336,Y,1650,2022-11-22,20:30:11,경기도 남양주시 진건읍 양진로 329,경기도 남양주시 진건읍 진관리 47-8번지,37.6500458137,127.1739710803
사동주유소,031-409-9077,Y,1700,2023-07-10,10:18:05,경기도 안산시 상록구 항가울로 22,경기도 안산시 상록구 사동 1423-6번지,37.2838146633,126.8476774000
벌말주유소,032-672-3738,Y,1700,2022-08-30,15:53:59,경기도 부천시 벌말로 78,경기도 부천시 대장동 685-6번지,37.5384318164,126.7633231849
삼미 동부셀프주유소,031-726-5181,Y,1700,2022-11-13,10:19:09,경기도 광주시 태재로 75,경기도 광주시 신현동 378번지,37.3591386330,127.1574709590
(주)홈런주유소 동백지점,031-693-5423,Y,1700,2023-07-07,15:05:49,경기도 용인시 기흥구 동백죽전대로 381,경기도 용인시 기흥구 중동 709번지,37.2736693611,127.1484402057
이루고에너지,031-603-2657,Y,1700,2022-08-05,09:33:40,경기도 성남시 중원구 경충대로 2441,경기도 성남시 중원구 갈현동 150-1번지,37.4233338341,127.1796130047
HD현대오일뱅크㈜직영 명품현대self주유소,031-637-1142,Y,1700,2023-07-10,18:47:22,경기도 이천시 부발읍 중부대로 2014,경기도 이천시 부발읍 고백리 294-12번지,37.2931260861,127.5295712922
양평휴게주유소(원주방향),031-8027-2175,Y,1700,2022-06-15,17:56:55,경기도 양평군 양동면 송석2길 52,경기도 양평군 양동면 단석리 산180-2번지,37.3960653233,127.7278774409
월문주유소,010-3875-8240,Y,1700,2023-07-08,11:24:18,경기도 남양주시 와부읍 수레로 602,경기도 남양주시 와부읍 월문리 153-1번지,37.6127916655,127.2686982917
사우디주유소,031-333-6901,Y,2000,2023-07-07,13:10:49,경기도 용인시 처인구 백암면 죽양대로 685,경기도 용인시 처인구 백암면 고안리 496-5번지,37.1328029324,127.4050451106
보정셀프주유소 ㈜소모,031-261-2677,Y,2000,2022-06-07,16:09:26,경기도 용인시 기흥구 용구대로 2570,경기도 용인시 기흥구 보정동 1278번지,37.3147478616,127.1088622429
SK정다운셀프주유소,031-433-5250,Y,2000,2022-12-09,16:59:28,경기도 시흥시 역전로 318,경기도 시흥시 정왕동 876-420번지,37.3536085572,126.7376616994
기안셀프주유소,031-225-1225,Y,2000,2022-06-10,00:22:12,경기도 화성시 서부로 1343,경기도 화성시 기안동 100번지,37.2299663548,126.9848976916
모현주유소,031-334-5511,Y,2000,2022-04-11,17:13:13,경기도 용인시 처인구 모현읍 문현로 154,경기도 용인시 처인구 모현읍 매산리 205-10번지,37.3431928399,127.2266148687
㈜삼표에너지 삼송주유소,02-381-8341,Y,2000,2022-07-11,09:36:40,경기도 고양시 덕양구 신원1로 93,경기도 고양시 덕양구 신원동 667번지,37.6598495300,126.8842525452
(주)한경에너지 베스트원주유소,031-792-5133,Y,2000,2023-07-10,17:48:10,경기도 하남시 하남대로 781,경기도 하남시 신장동 408-1번지,37.5396258125,127.2101426342
지에스칼텍스㈜ 시화신도시주유소,031-499-6961,Y,2000,2022-10-20,21:45:31,경기도 시흥시 마유로 316,경기도 시흥시 정왕동 1740-4번지,37.3444468210,126.7342770614
광명제일주유소 지점,02-2611-0491,Y,2000,2023-07-10,19:55:11,경기도 광명시 범안로 608,경기도 광명시 노온사동 340-24번지,37.4414255794,126.8406367875
㈜은십자직영 현화주유소,031-681-0531,Y,2000,2023-07-07,16:07:04,경기도 평택시 안중읍 서해로 1256,경기도 평택시 안중읍 용성리 711-5번지,37.0046990483,126.9461227795
장수화도셀프주유소,031-594-9451,Y,2000,2022-04-05,15:59:20,경기도 남양주시 화도읍 경춘로 1712,경기도 남양주시 화도읍 묵현리 372-14번지,37.6552427918,127.2817402398
신창주유소,031-767-5197,Y,2000,2022-04-07,12:51:48,경기도 광주시 고불로 164,경기도 광주시 태전동 340번지,37.3946464665,127.2200336621
탄현기린주유소,031-911-5181,Y,2000,2023-06-24,10:09:57,경기도 고양시 일산서구 탄중로 263,경기도 고양시 일산서구 탄현동 15-1번지,37.6940425408,126.7743312889
삼미상사(주)한양주유소,031-283-6060,Y,1700,2022-09-17,19:15:36,경기도 용인시 기흥구 중부대로 716,경기도 용인시 기흥구 상하동 294-1번지,37.2631024263,127.1386098926
(주)지에스이앤알 직영 하안단지주유소,02-899-5202,Y,1700,2023-05-20,11:05:48,경기도 광명시 오리로 608,경기도 광명시 소하동 1275번지,37.4560984741,126.8803866688
HD현대오일뱅크㈜직영 양지블루주유소,031-335-9999,Y,1700,2022-07-04,16:34:05,경기도 용인시 처인구 양지면 죽양대로 2210,경기도 용인시 처인구 양지면 제일리 305번지,37.2274175570,127.3040027696
HD현대오일뱅크㈜직영 백암주유소,031-321-7225,Y,1700,2022-04-15,10:47:12,경기도 용인시 처인구 백암면 죽양대로 1399,경기도 용인시 처인구 백암면 근곡리 690-2번지,37.1717815537,127.3532366178
수암주유소,031-482-8118,Y,1700,2023-03-01,10:28:40,경기도 안산시 상록구 원당골1길 23-14,경기도 안산시 상록구 수암동 465번지,37.3651507934,126.8769907753
신김포농협주유소(하성지점),031-988-5159,Y,1700,2022-07-24,17:10:33,경기도 김포시 하성면 하성로 495,경기도 김포시 하성면 마곡리 589-3번지,37.7187549843,126.6351310104
대성산업(주)평택주유소,031-611-5130,Y,1800,2023-07-03,06:45:14,경기도 평택시 경기대로 1232,경기도 평택시 이충동 604-1번지,37.0562289385,127.0613691354
송산그린주유소,031-356-6843,Y,1800,2022-07-01,15:06:57,경기도 화성시 송산면 화성로 246,경기도 화성시 송산면 육일리 610-3번지,37.1999038963,126.7235586053
마석주유소,031-593-8817,Y,1800,2023-07-10,20:54:15,경기도 남양주시 화도읍 마석로 111,경기도 남양주시 화도읍 마석우리 351번지,37.6601478432,127.3032335485
도계주유소,031-691-2235,Y,1800,2023-04-12,14:09:05,경기도 평택시 팽성읍 팽성로 6,경기도 평택시 팽성읍 석근리 122-1번지,36.9386725033,127.0469171979
대성석유(주)정왕IC주유소,031-319-4242,Y,1800,2023-01-02,16:19:56,경기도 시흥시 서해안로 590,경기도 시흥시 정왕동 1112-2번지,37.3713705035,126.7384419705
지에스칼텍스(주)효재주유소,031-386-3329,Y,1800,2022-09-08,11:18:09,경기도 안양시 동안구 관악대로 305,경기도 안양시 동안구 관양동 1385-3번지,37.4033748743,126.9567941466
오산주유소,031-373-3490,Y,1800,2023-07-10,21:40:29,경기도 오산시 경기대로 437,경기도 오산시 수청동 84번지,37.1622671363,127.0674360471
HD현대오일뱅크㈜직영 분당현대셀프주유소,031-715-5189,Y,1800,2023-07-10,21:54:18,경기도 광주시 태재로 47,경기도 광주시 신현동 701-7번지,37.3597068407,127.1544871989
HD현대오일뱅크㈜직영 남문주유소,031-751-0941,Y,1800,2023-06-08,19:32:25,경기도 성남시 수정구 성남대로 1301,경기도 성남시 수정구 태평동 6537번지,37.4458925056,127.1264950681
한길송정주유소,031-635-7888,Y,1800,2022-04-05,14:20:28,경기도 이천시 황무로 746,경기도 이천시 송정동 230-10번지,37.3037284678,127.4315850289
광진주유소,031-532-4478,Y,1800,2023-06-22,16:31:57,경기도 포천시 신북면 청신로 2019,경기도 포천시 신북면 신평리 387-1번지,37.9395393951,127.2153846167
김포농협주유소,031-984-8251,Y,1800,2023-03-12,08:11:04,경기도 김포시 북변로 36,경기도 김포시 북변동 108-4번지,37.6298922658,126.7106753406
SK에너지(주) 서해로셀프주유소,031-352-5179,Y,1500,2022-12-06,07:22:24,경기도 화성시 팔탄면 서해로 962,경기도 화성시 팔탄면 지월리 550-16번지,37.1474189390,126.8923841077
㈜소모 칠곡주유소,031-618-1325,Y,1500,2022-07-25,14:11:36,경기도 안성시 원곡면 남북대로 1201-4,경기도 안성시 원곡면 칠곡리 613-4번지,37.0451857517,127.1569300004
양평강가주유소,031-771-0185,Y,1500,2022-06-14,11:15:01,경기도 양평군 양평읍 경강로 1638,경기도 양평군 양평읍 오빈리 448-6번지,37.5043811763,127.4638286982
교문주유소,031-566-3477,Y,1500,2023-07-10,14:09:11,경기도 구리시 아차산로 436,경기도 구리시 교문동 754-8번지,37.5938483012,127.1315225887
금촌농협주유소,031-943-0003,Y,1500,2023-07-06,09:22:26,경기도 파주시 평화로 240,경기도 파주시 야동동 816번지,37.7726286781,126.7556575759
동탄행복셀프주유소,031-284-5189,Y,1500,2023-07-10,20:52:18,경기도 용인시 기흥구 용구대로 1625,경기도 용인시 기흥구 공세동 161-7번지,37.2347385877,127.1111699469
김포하이웨이주유소,031-982-4441,Y,1500,2023-07-10,17:27:31,경기도 김포시 김포대로 1518,경기도 김포시 운양동 1129-4번지,37.6589957114,126.6673763374
신동천,031-867-4477,Y,1500,2023-07-10,08:27:21,경기도 동두천시 삼육사로 770,경기도 동두천시 상패동 196-4번지,37.9070726582,127.0384733144
갤러리주유소,031-631-7067,Y,1500,2022-04-07,11:18:32,경기도 이천시 부발읍 중부대로 1701-24,경기도 이천시 부발읍 무촌리 30-7번지,37.2890913316,127.4934227219
일동셀프5주유소,031-534-3223,Y,1500,2023-07-09,14:30:10,경기도 포천시 일동면 화동로 1322,경기도 포천시 일동면 화대리 443번지,37.9765226780,127.3349451634
양지고속주유소,031-321-2100,Y,1500,2023-07-10,16:41:22,경기도 용인시 처인구 양지면 중부대로 2247,경기도 용인시 처인구 양지면 양지리 486-2번지,37.2339636779,127.2893639740
엘지로주유소,031-372-2268,Y,1500,2023-07-04,17:20:34,경기도 평택시 진위면 엘지로 74,경기도 평택시 진위면 갈곶리 247-13번지,37.1248267535,127.0736155789
(주)세화주유소,032-886-3883,Y,1500,2023-07-10,15:29:59,경기도 안산시 단원구 대부중앙로 174,경기도 안산시 단원구 대부동동 1522-3번지,37.2415982767,126.5924605617
(주)행운주유소,02-2619-0700,Y,1500,2023-07-10,17:02:23,경기도 광명시 부광로 309,경기도 광명시 옥길동 236-8번지,37.4641593606,126.8344779328
주식회사 시헌 STAY 365,031-337-3651,Y,1500,2023-07-10,16:20:53,경기도 용인시 처인구 남사읍 처인성로 973,경기도 용인시 처인구 남사읍 완장리 147-1번지,37.1725943867,127.1800777291
포천농협 신북주유소,031-534-1913,Y,1500,2022-10-20,11:17:14,경기도 포천시 신북면 포천로 2174,경기도 포천시 신북면 계류리 26-2번지,37.9439770410,127.1882233929
동영셀프주유소,031-532-5457,Y,1500,2023-06-27,14:47:27,경기도 포천시 신북면 중앙로 241,경기도 포천시 신북면 가채리 793-2번지,37.9063760946,127.2098474617
(주)대일에너지,031-573-5167,Y,1500,2023-05-18,07:05:53,경기도 남양주시 진건읍 금강로 368,경기도 남양주시 진건읍 진관리 909-2번지,37.6393289225,127.1519042475
소흘농협주유소,031-541-6325,Y,1500,2022-12-02,10:44:45,경기도 포천시 소흘읍 검바위길 39,경기도 포천시 소흘읍 송우리 480-2번지,37.8216629555,127.1443799726
행복주유소,031-881-6651,Y,1500,2023-07-03,16:09:35,경기도 여주시 가남읍 경충대로 980,경기도 여주시 가남읍 은봉리 151-1번지,37.1823839096,127.5635962727
금남주유소,031-592-8434,Y,1500,2023-07-09,19:14:30,경기도 남양주시 화도읍 북한강로 1438,경기도 남양주시 화도읍 금남리 444-1번지,37.6393688471,127.3575356373
(주)대응,031-595-8700,Y,1500,2023-07-10,18:18:54,경기도 남양주시 화도읍 수레로 914,경기도 남양주시 화도읍 차산리 830번지,37.6302935026,127.2866071624
㈜실로암주유소,031-986-1467,Y,1500,2023-07-10,18:33:45,경기도 김포시 고촌읍 개화동로 46,경기도 김포시 고촌읍 전호리 339-3번지,37.5881184734,126.7996677853
HD현대오일뱅크㈜직영 호평셀프주유소,031-595-0088,Y,1500,2023-07-04,13:13:28,경기도 남양주시 늘을1로 137,경기도 남양주시 호평동 444-1번지,37.6625399316,127.2440197443
HD현대오일뱅크㈜직영 화정셀프주유소,031-972-5145,Y,1500,2023-07-10,18:38:19,경기도 고양시 덕양구 화중로 38,경기도 고양시 덕양구 화정동 1002번지,37.6306423989,126.8305594843
(주)역곡주유소,032-345-5002,Y,1500,2023-07-10,19:16:47,경기도 부천시 부일로 820,경기도 부천시 역곡동 247-7번지,37.4899594203,126.8192383738
거창에너지주유소,031-672-1119,Y,1500,2023-07-10,07:06:55,경기도 안성시 안성맞춤대로 749,경기도 안성시 계동 203-20번지,36.9822218040,127.2648456330
포곡농협가득채움주유소,031-321-5844,Y,1500,2023-03-14,06:10:58,경기도 용인시 처인구 포곡읍 석성로 871,경기도 용인시 처인구 포곡읍 마성리 270-2번지,37.2788414103,127.1931085125
해바라기에너지,031-576-5158,Y,1500,2023-07-03,17:35:25,경기도 남양주시 와부읍 석실로 28,경기도 남양주시 와부읍 도곡리 636번지,37.5779951645,127.2285447098
(주)서진주유소 향남지점,031-354-5106,Y,1500,2023-07-07,16:34:53,경기도 화성시 팔탄면 삼천병마로 563,경기도 화성시 팔탄면 가재리 690번지,37.1595981949,126.9288894336
(주)서평택고속주유소,031-681-1213,Y,1500,2023-07-10,18:27:31,경기도 평택시 포승읍 포승공단로 260,경기도 평택시 포승읍 도곡리 721-6번지,36.9864731087,126.8619338695
백련주유소,031-668-4411,Y,1500,2023-07-07,13:31:17,경기도 평택시 청원로 1394,경기도 평택시 이충동 79-2번지,37.0520607821,127.0777793657
포천농협주유소,031-535-8090,Y,1500,2023-03-04,13:21:14,경기도 포천시 군내면 호국로 1698,경기도 포천시 군내면 하성북리 769번지,37.9039096853,127.2111311468
(주)삼원에너지,031-334-5189,Y,1600,2023-01-27,10:34:41,경기도 용인시 처인구 백옥대로 980,경기도 용인시 처인구 남동 388-7번지,37.2229981043,127.2104119093
다복주유소,031-846-0003,Y,1600,2023-07-10,15:08:50,경기도 의정부시 호국로 1844,경기도 의정부시 자일동 171-1번지,37.7686596594,127.1003638080
강남주유소,031-356-5188,Y,1600,2023-06-30,19:41:13,경기도 화성시 비봉면 화성로 1554,경기도 화성시 비봉면 양노리 645-4번지,37.2228224817,126.8518325743
(주)삼호에너지직영보동주유소,031-675-9639,Y,1600,2022-08-10,13:28:05,경기도 안성시 대덕면 안성대로 1532,경기도 안성시 대덕면 보동리 264-2번지,37.0503547098,127.2483396077
만세로주유소,031-651-7474,Y,1600,2023-07-10,21:40:44,경기도 평택시 만세로 1555,경기도 평택시 청룡동 195-1번지,37.0257265998,127.1222326005
하나K주유소,031-634-5500,Y,1600,2023-07-05,15:28:30,경기도 이천시 진상미로 2355,경기도 이천시 장록동 288-2번지,37.2552991014,127.4567873665
화성뉴시티주유소,031-357-0725,Y,1600,2023-07-10,08:35:36,경기도 화성시 남양읍 화성로 1286,경기도 화성시 남양읍 송림리 220-7번지,37.2177986788,126.8238783896
구도일삼익씨앤에스유통(주),031-255-2096,Y,1600,2023-07-08,11:54:34,경기도 수원시 장안구 경수대로 1104,경기도 수원시 장안구 파장동 219-1번지,37.3108968119,126.9920373412
삼미상사(주)권선로셀프주유소,031-898-7190,Y,1600,2022-11-28,14:12:40,경기도 수원시 권선구 권선로 644,경기도 수원시 권선구 권선동 966-1번지,37.2602810244,127.0216761962
지에스칼텍스(주)캐피탈주유소,031-366-5126,Y,1600,2022-05-13,09:13:17,경기도 화성시 향남읍 발안로 450,경기도 화성시 향남읍 동오리 229-3번지,37.1310171859,126.9562927927
HD현대오일뱅크㈜직영 기흥현대셀프주유소,031-287-0044,Y,2000,2023-07-07,17:18:45,경기도 용인시 기흥구 기흥로 68,경기도 용인시 기흥구 구갈동 270-1번지,37.2823029571,127.1159565943
고읍주유소,031-848-6885,Y,2000,2023-07-10,21:55:26,경기도 양주시 부흥로 1941,경기도 양주시 광사동 233-6번지,37.7956198782,127.0776268739
구도일주유소 상리,031-227-5149,Y,2000,2023-07-10,17:37:18,경기도 화성시 봉담읍 삼천병마로 1129-18,경기도 화성시 봉담읍 상리 474-7번지,37.2070262678,126.9432501267
(주)옥토끼주유소,031-283-5185,Y,2000,2023-06-29,18:11:49,경기도 용인시 기흥구 용구대로 1991,경기도 용인시 기흥구 상갈동 95-16번지,37.2655732854,127.1050678274
에이제이에너지(주)직영 정자주유소,031-269-0051,Y,2000,2023-07-10,19:18:21,경기도 수원시 장안구 정자천로 175,경기도 수원시 장안구 정자동 874-7번지,37.2959548176,126.9948456904
HD현대오일뱅크㈜직영 기흥TG셀프주유소,031-285-8733,Y,2000,2023-07-10,14:46:09,경기도 용인시 기흥구 삼성2로 34,경기도 용인시 기흥구 농서동 267-2번지,37.2254613596,127.0764764438
다산신도시주유소,031-554-5133,Y,2000,2022-04-20,15:38:40,경기도 남양주시 다산지금로 39,경기도 남양주시 다산동 3030-24번지,37.6092663797,127.1730048446
신둔농협주유소,031-634-8141,Y,2000,2022-03-30,14:43:38,경기도 이천시 신둔면 원적로 441,경기도 이천시 신둔면 도암리 347-10번지,37.3197697249,127.4417395510
HD현대오일뱅크㈜직영 매산셀프주유소,031-766-5149,Y,2200,2023-07-06,10:26:27,경기도 광주시 회안대로 15,경기도 광주시 매산동 746-17번지,37.3567929096,127.2459989541
(주)유카스에너지 김포뉴타운,070-4911-8978,Y,2300,2022-04-08,11:43:55,경기도 김포시 양촌읍 김포대로 1581,경기도 김포시 양촌읍 누산리 295-7번지,37.6622906550,126.6617386793
SJ오일(주) 일산주유소,031-918-5154,Y,2300,2022-03-31,08:36:42,경기도 고양시 일산서구 고양대로 535,경기도 고양시 일산서구 대화동 2339번지,37.6865838998,126.7562121527
이마트24서비스 고잔주유소,031-413-8076,Y,2300,2022-04-04,10:21:45,경기도 안산시 단원구 적금로 114,경기도 안산시 단원구 고잔동 519-2번지,37.3183169898,126.8263083769
하늘에너지(주)평화주유소,031-258-6600,Y,2300,2022-05-11,09:17:43,경기도 수원시 팔달구 경수대로 659,경기도 수원시 팔달구 지동 472-1번지,37.2842562863,127.0279659477
신월곶주유소,031-432-2533,Y,2300,2022-03-28,09:33:14,경기도 시흥시 동서로 177,경기도 시흥시 월곶동 166-1번지,37.3828682137,126.7663727062
HD현대오일뱅크㈜직영 수지현대셀프주유소,031-261-1374,Y,2400,2023-07-05,11:59:47,경기도 용인시 수지구 포은대로 95,경기도 용인시 수지구 상현동 373-3번지,37.3013098063,127.0703532869
HD현대오일뱅크㈜직영 성복현대주유소,031-272-6051,Y,2400,2022-04-04,10:24:21,경기도 용인시 수지구 수지로 137,경기도 용인시 수지구 성복동 54-6번지,37.3140820599,127.0802795453
HD현대오일뱅크㈜직영 오산세교셀프주유소,031-372-5151,Y,2400,2023-07-10,17:58:12,경기도 오산시 경기대로 876,경기도 오산시 세교동 129번지,37.1952840918,127.0429882476
HD현대오일뱅크㈜직영 서탄주유소,031-375-5145,Y,2400,2022-04-18,07:49:19,경기도 평택시 서탄면 발안로 1177,경기도 평택시 서탄면 수월암리 244-1번지,37.1348774756,127.0306518960
현대오일뱅크(주)직영 송화주유소,031-691-0655,Y,2400,2023-07-06,18:04:03,경기도 평택시 팽성읍 팽성송화로 49,경기도 평택시 팽성읍 송화리 244-1번지,36.9527938330,127.0529212777
HD현대오일뱅크㈜직영 동수원현대셀프주유소,031-216-9663,Y,2400,2022-03-31,14:13:32,경기도 수원시 영통구 중부대로 277,경기도 수원시 영통구 원천동 73-1번지,37.2744212840,127.0461987076
수지주유소,031-266-0039,Y,2500,2022-04-25,08:25:25,경기도 용인시 수지구 수지로 164,경기도 용인시 수지구 풍덕천동 1035번지,37.3159187913,127.0822330552
동백주유소,031-275-5105,Y,2500,2023-07-09,16:08:53,경기도 용인시 기흥구 언동로 117,경기도 용인시 기흥구 상하동 512-12번지,37.2849649928,127.1398252668
북한강주유소,031-576-7300,Y,5000,2023-04-03,13:25:31,경기도 남양주시 조안면 북한강로 877,경기도 남양주시 조안면 삼봉리 235-3번지,37.5946010770,127.3382505163
삼원주유소,031-965-2062,N,0,2022-04-12,11:05:59,경기도 고양시 덕양구 고양대로 1303,경기도 고양시 덕양구 주교동 197-1번지,37.6569993862,126.8293479117
씨앤에스에너지㈜ 소사본동주유소,032-345-5179,N,0,2022-04-12,09:36:03,경기도 부천시 경인로 402,경기도 부천시 소사본동 62-1번지,37.4816924158,126.8004474534
초당에너지,031-693-9771,N,0,2022-09-19,00:31:53,경기도 용인시 기흥구 동백죽전대로 179,경기도 용인시 기흥구 중동 1039번지,37.2587789828,127.1610497286
마도농협주유소,031-357-4694,N,0,2022-09-20,13:30:29,경기도 화성시 마도면 화성로 777,경기도 화성시 마도면 두곡리 350-14번지,37.2073514534,126.7736198224
오산주유소,031-879-5134,Y,2000,2023-07-10,08:16:01,경기도 양주시 백석읍 중앙로 210,경기도 양주시 백석읍 오산리 542번지,37.7947108028,126.9891858746
HD현대오일뱅크㈜직영 비산현대셀프주유소,031-443-3241,Y,2000,2023-07-08,07:47:35,경기도 안양시 동안구 경수대로 839,경기도 안양시 동안구 비산동 576-13번지,37.3936050840,126.9415454654
SK에너지(주)북오산Self주유소,031-377-1127,Y,2000,2022-12-22,08:00:22,경기도 오산시 문시로 120,경기도 오산시 외삼미동 327-45번지,37.1890571144,127.0601175725
㈜삼표에너지 산본그린주유소,031-462-0202,Y,2000,2022-05-26,10:50:50,경기도 군포시 군포로 231,경기도 군포시 부곡동 1184번지,37.3333060773,126.9271028952
유풍셀프주유소,031-836-5151,Y,2000,2023-07-03,17:35:57,경기도 의정부시 용민로 293,경기도 의정부시 낙양동 718번지,37.7511888108,127.1020697099
안양알찬주유소,031-449-5757,Y,2000,2023-07-10,08:40:35,경기도 안양시 만안구 안양로 49,경기도 안양시 만안구 안양동 367-12번지,37.3800443950,126.9368907173
(주)이(e)에너지 시흥주유소,031-317-8802,Y,2000,2022-04-06,16:25:58,경기도 시흥시 시흥대로 342,경기도 시흥시 능곡동 504번지,37.3711199950,126.8092118518
